StartTime,EndTime,AreaID,UnitName,Load
2021-01-10T20:00+00:00Z,2021-01-10T21:00+00:00Z,10YSE-1--------K,MAW,19032
2021-01-10T21:00+00:00Z,2021-01-10T22:00+00:00Z,10YSE-1--------K,MAW,18388
2021-01-10T22:00+00:00Z,2021-01-10T23:00+00:00Z,10YSE-1--------K,MAW,17837
2021-01-10T23:00+00:00Z,2021-01-11T00:00+00:00Z,10YSE-1--------K,MAW,17621
2021-01-11T00:00+00:00Z,2021-01-11T01:00+00:00Z,10YSE-1--------K,MAW,17350
2021-01-11T01:00+00:00Z,2021-01-11T02:00+00:00Z,10YSE-1--------K,MAW,17239
2021-01-11T02:00+00:00Z,2021-01-11T03:00+00:00Z,10YSE-1--------K,MAW,17420
2021-01-11T03:00+00:00Z,2021-01-11T04:00+00:00Z,10YSE-1--------K,MAW,18134
2021-01-11T04:00+00:00Z,2021-01-11T05:00+00:00Z,10YSE-1--------K,MAW,20192
2021-01-11T05:00+00:00Z,2021-01-11T06:00+00:00Z,10YSE-1--------K,MAW,21910
2021-01-11T06:00+00:00Z,2021-01-11T07:00+00:00Z,10YSE-1--------K,MAW,22323
2021-01-11T07:00+00:00Z,2021-01-11T08:00+00:00Z,10YSE-1--------K,MAW,21780
2021-01-11T08:00+00:00Z,2021-01-11T09:00+00:00Z,10YSE-1--------K,MAW,22104
2021-01-11T09:00+00:00Z,2021-01-11T10:00+00:00Z,10YSE-1--------K,MAW,22341
2021-01-11T10:00+00:00Z,2021-01-11T11:00+00:00Z,10YSE-1--------K,MAW,22454
2021-01-11T11:00+00:00Z,2021-01-11T12:00+00:00Z,10YSE-1--------K,MAW,22113
2021-01-11T12:00+00:00Z,2021-01-11T13:00+00:00Z,10YSE-1--------K,MAW,21995
2021-01-11T13:00+00:00Z,2021-01-11T14:00+00:00Z,10YSE-1--------K,MAW,22392
2021-01-11T14:00+00:00Z,2021-01-11T15:00+00:00Z,10YSE-1--------K,MAW,22651
2021-01-11T15:00+00:00Z,2021-01-11T16:00+00:00Z,10YSE-1--------K,MAW,22800
2021-01-11T16:00+00:00Z,2021-01-11T17:00+00:00Z,10YSE-1--------K,MAW,21947
2021-01-11T17:00+00:00Z,2021-01-11T18:00+00:00Z,10YSE-1--------K,MAW,21517
2021-01-11T18:00+00:00Z,2021-01-11T19:00+00:00Z,10YSE-1--------K,MAW,20749
2021-01-11T19:00+00:00Z,2021-01-11T20:00+00:00Z,10YSE-1--------K,MAW,20066
2021-01-11T20:00+00:00Z,2021-01-11T21:00+00:00Z,10YSE-1--------K,MAW,19122
2021-01-11T21:00+00:00Z,2021-01-11T22:00+00:00Z,10YSE-1--------K,MAW,18097
2021-01-11T22:00+00:00Z,2021-01-11T23:00+00:00Z,10YSE-1--------K,MAW,17569
2021-01-11T23:00+00:00Z,2021-01-12T00:00+00:00Z,10YSE-1--------K,MAW,17540
2021-01-12T00:00+00:00Z,2021-01-12T01:00+00:00Z,10YSE-1--------K,MAW,17681
2021-01-12T01:00+00:00Z,2021-01-12T02:00+00:00Z,10YSE-1--------K,MAW,17856
2021-01-12T02:00+00:00Z,2021-01-12T03:00+00:00Z,10YSE-1--------K,MAW,18077
2021-01-12T03:00+00:00Z,2021-01-12T04:00+00:00Z,10YSE-1--------K,MAW,19008
2021-01-12T04:00+00:00Z,2021-01-12T05:00+00:00Z,10YSE-1--------K,MAW,20795
2021-01-12T05:00+00:00Z,2021-01-12T06:00+00:00Z,10YSE-1--------K,MAW,22292
